,show_number,air_date,round,category_title,value,data_q,data_a,classes,combined,filtered_sentence
412,2825,12/6/1996,Double Jeopardy!,NOTABLE NONHUMANS,"$1,000 ",This favorite horse of Alexander the Great sometimes wore golden horns in battle,Bucephalus,history,NOTABLE NONHUMANS This favorite horse of Alexander the Great sometimes wore golden horns in battle Bucephalus,notable nonhumans favorite horse alexander great sometimes wore golden horns battle bucephalus
413,2825,12/6/1996,Double Jeopardy!,WORLD FACTS,"$1,000 ",In area this country whose capital is now called Yangon is the largest in mainland southeast Asia,Myanmar (Burma),geography,WORLD FACTS In area this country whose capital is now called Yangon is the largest in mainland southeast Asia Myanmar (Burma),world facts area country whose capital called yangon largest mainland southeast asia myanmar (burma)
414,2825,12/6/1996,Double Jeopardy!,ART & ARTISTS,"$1,000 ","""You can see this British sculptor's """"Reclining Mother and Child"""" at the Walker Art Center in Minneapolis""",Henry Moore,art,"""ART & ARTISTS You can see this British sculptor's """"Reclining Mother and Child"""" at the Walker Art Center in Minneapolis Henry Moore""","""art & artists see british sculptor's """"reclining mother child"""" walker art center minneapolis henry moore"""
415,2825,12/6/1996,Double Jeopardy!,BUSINESS & INDUSTRY,$600 ,In 1811 this German family began its steel-making business by constructing a plant in Essen,Krupp,organizations,BUSINESS & INDUSTRY In 1811 this German family began its steel-making business by constructing a plant in Essen Krupp,business & industry 1811 german family began steel-making business constructing plant essen krupp
416,2825,12/6/1996,Double Jeopardy!,HISTORY,"$1,000 ","In the midst of the Korean War, this South Korean president was elected to his second of 4 terms",Syngman Rhee,people,"HISTORY In the midst of the Korean War, this South Korean president was elected to his second of 4 terms Syngman Rhee","history midst korean war, south korean president elected second 4 terms syngman rhee"
417,2825,12/6/1996,Double Jeopardy!,POETS,"$1,000 ","""He once wrote, """"I choose to be a plain New Hampshire farmer""""""",Robert Frost,people,"""POETS He once wrote, """"I choose to be a plain New Hampshire farmer"""" Robert Frost""","""poets wrote, """"i choose plain new hampshire farmer"""" robert frost"""
418,2825,12/6/1996,Final Jeopardy!,BRITISH NOVELS,None,"""This 1895 novel is subtitled """"An Invention""""""",The Time Machine,literature,"""BRITISH NOVELS This 1895 novel is subtitled """"An Invention"""" The Time Machine""","""british novels 1895 novel subtitled """"an invention"""" time machine"""
419,6037,12/7/2010,Jeopardy!,LOST IN SPACE,$200 ,"While making repairs on the Intl. Space Station, Scott Parazynski lost a needle-nose pair of these",pliers,history,"LOST IN SPACE While making repairs on the Intl. Space Station, Scott Parazynski lost a needle-nose pair of these pliers","lost space making repairs intl. space station, scott parazynski lost needle-nose pair pliers"
420,6037,12/7/2010,Jeopardy!,TIMELESS TV,$200 ,September 2010 brought the 45th edition of this comedian's telethon,Jerry Lewis,people,TIMELESS TV September 2010 brought the 45th edition of this comedian's telethon Jerry Lewis,timeless tv september 2010 brought 45th edition comedian's telethon jerry lewis
421,6037,12/7/2010,Jeopardy!,LET'S HIT IT,$200 ,"""Hit this paper mache container, Spanish for """"jug"""""," if you want candy and small gifts""",pinata,language,language
422,6037,12/7/2010,Jeopardy!,"""WORLD BOOK DESCRIBES THE """"G"""" MAN""",$200 ,"""""""In 1997"," the House (of Reps.) voted to reprimand him... It marked the first time the House had reprimanded a Speaker""""""",Gingrich,people,people
423,6037,12/7/2010,Jeopardy!,MONEY SLANG,$200 ,"We'll give you $200, not $1,000, for this five letter word meaning stately or majestic",grand,language,"MONEY SLANG We'll give you $200, not $1,000, for this five letter word meaning stately or majestic grand","money slang give $200, $1,000, five letter word meaning stately majestic grand"
424,6037,12/7/2010,Jeopardy!,RVs,$200 ,"""(<a href=""""http://www.j-archive.com/media/2010-12-07_J_26.jpg"""" target=""""_blank"""">Jimmy of the Clue Crew reports from the RV/MH Hall of Fame in Elkhart"," IN.</a>) The GMC Motorhome from the '60s & 70s was among the first models to have this innovation that helps with traction by putting the weight over the <a href=""""http://www.j-archive.com/media/2010-12-07_J_26a.jpg"""" target=""""_blank"""">wheels</a> that do the work""",front-wheel drive,science,science
425,6037,12/7/2010,Jeopardy!,LOST IN SPACE,$400 ,"In its years of operation, this Soviet space station released more than 200 objects (mostly trash) into space",Mir,science,"LOST IN SPACE In its years of operation, this Soviet space station released more than 200 objects (mostly trash) into space Mir","lost space years operation, soviet space station released 200 objects (mostly trash) space mir"
426,6037,12/7/2010,Jeopardy!,TIMELESS TV,$400 ,"Originally a half hour, this soap started in 1963 & featured Nurse Jessie Brewer",General Hospital,culture,"TIMELESS TV Originally a half hour, this soap started in 1963 & featured Nurse Jessie Brewer General Hospital","timeless tv originally half hour, soap started 1963 & featured nurse jessie brewer general hospital"
427,6037,12/7/2010,Jeopardy!,LET'S HIT IT,$400 ,This word seen on doors is what a right-handed batter does when he hits the ball to left field,pull,language,LET'S HIT IT This word seen on doors is what a right-handed batter does when he hits the ball to left field pull,hit word seen doors right-handed batter hits ball left field pull
428,6037,12/7/2010,Jeopardy!,"""WORLD BOOK DESCRIBES THE """"G"""" MAN""",$400 ,"""""""See Simon"," Paul""""""",(Art) Garfunkel,people,people
429,6037,12/7/2010,Jeopardy!,MONEY SLANG,$400 ,"""Proverbially, you can """"break"""" this food"," or """"take (it) out of someone's mouth""""; earn some dough""",bread,language,language
430,6037,12/7/2010,Jeopardy!,RVs,$400 ,"""(<a href=""""http://www.j-archive.com/media/2010-12-07_J_27.jpg"""" target=""""_blank"""">Jimmy of the Clue Crew reports from the RV/MH Hall of Fame in Elkhart"," IN.</a>) I'm behind the wheel of the <a href=""""http://www.j-archive.com/media/2010-12-07_J_27a.jpg"""" target=""""_blank"""">very first motor home</a>"," from the company whose name has become a synonym for """"motor home""""; since 1967", they've sold over 400, sold 400
431,6037,12/7/2010,Jeopardy!,LOST IN SPACE,$600 ,"""Ed White, the first U.S. spacewalker, lost one of these outside Gemini 4; he must've looked like a later """"moonwalker""""""",a glove,history,"""LOST IN SPACE Ed White, the first U.S. spacewalker, lost one of these outside Gemini 4; he must've looked like a later """"moonwalker"""" a glove""","""lost space ed white, first u.s. spacewalker, lost one outside gemini 4; must've looked like later """"moonwalker"""" glove"""
432,6037,12/7/2010,Jeopardy!,TIMELESS TV,$600 ,In 1948 Douglas Edwards became the first anchor of this network's Evening News,CBS,history,TIMELESS TV In 1948 Douglas Edwards became the first anchor of this network's Evening News CBS,timeless tv 1948 douglas edwards became first anchor network's evening news cbs
433,6037,12/7/2010,Jeopardy!,LET'S HIT IT,$600 ,Aaron Fechter invented this carnival game where you hit a mammal with a mallet,Whack-A-Mole,culture,LET'S HIT IT Aaron Fechter invented this carnival game where you hit a mammal with a mallet Whack-A-Mole,hit aaron fechter invented carnival game hit mammal mallet whack-a-mole
434,6037,12/7/2010,Jeopardy!,"""WORLD BOOK DESCRIBES THE """"G"""" MAN""",$600 ,"""""""American poet... became known as a leader of the Beat literary movement of the 1950s""""""",(Allen) Ginsberg,people,"""WORLD BOOK DESCRIBES THE """"G"""" MAN """"American poet... became known as a leader of the Beat literary movement of the 1950s"""" (Allen) Ginsberg""","""world book describes """"g"""" man """"american poet... became known leader beat literary movement 1950s"""" (allen) ginsberg"""
435,6037,12/7/2010,Jeopardy!,MONEY SLANG,"$2,200 ",The shell of this mollusk is composed chiefly of calcium carbonate,a clam,language,MONEY SLANG The shell of this mollusk is composed chiefly of calcium carbonate a clam,money slang shell mollusk composed chiefly calcium carbonate clam
436,6037,12/7/2010,Jeopardy!,RVs,$600 ,"""(<a href=""""http://www.j-archive.com/media/2010-12-07_J_28.jpg"""" target=""""_blank"""">Kelly of the Clue Crew reports from the RV/MH Hall of Fame in Elkhart"," IN.</a>) One of the first times a movie star received a <a href=""""http://www.j-archive.com/media/2010-12-07_J_28a.jpg"""" target=""""_blank"""">fancy trailer</a> as a perk was in 1931; Paramount gave a <a href=""""http://www.j-archive.com/media/2010-12-07_J_28b.jpg"""" target=""""_blank"""">Chevy house car</a> to <a href=""""http://www.j-archive.com/media/2010-12-07_J_28c.jpg"""" target=""""_blank""""> this</a> sexy star as she left the stage to make movies like """"She Done Him Wrong""""""",Mae West,people,people
437,6037,12/7/2010,Jeopardy!,LOST IN SPACE,$800 ,Piers Sellers lost a tool in space while spreading putty into this Space Shuttle named for Capt. Cook's ship,Discovery,science,LOST IN SPACE Piers Sellers lost a tool in space while spreading putty into this Space Shuttle named for Capt. Cook's ship Discovery,lost space piers sellers lost tool space spreading putty space shuttle named capt. cook's ship discovery
438,6037,12/7/2010,Jeopardy!,TIMELESS TV,$800 ,"Shown Saturday afternoons on ABC, this sport's tour outdrew college football & moved to ESPN in 1997",the pro bowling tour,sports,"TIMELESS TV Shown Saturday afternoons on ABC, this sport's tour outdrew college football & moved to ESPN in 1997 the pro bowling tour","timeless tv shown saturday afternoons abc, sport's tour outdrew college football & moved espn 1997 pro bowling tour"
439,6037,12/7/2010,Jeopardy!,LET'S HIT IT,$800 ,Everlast makes these that come in speed and heavy varieties,punching bags,language,LET'S HIT IT Everlast makes these that come in speed and heavy varieties punching bags,hit everlast makes come speed heavy varieties punching bags
440,6037,12/7/2010,Jeopardy!,"""WORLD BOOK DESCRIBES THE """"G"""" MAN""",$800 ,"""""""Served under the Apache leaders Cochise and Mangas Coloradas... in 1894"," he was moved to Fort Sill""",Geronimo,people,people
441,6037,12/7/2010,Jeopardy!,MONEY SLANG,$800 ,You don't get 5 guesses at this winglike appendage to the underwater portion of a hull,a fin,language,MONEY SLANG You don't get 5 guesses at this winglike appendage to the underwater portion of a hull a fin,money slang get 5 guesses winglike appendage underwater portion hull fin
442,6037,12/7/2010,Jeopardy!,LOST IN SPACE,"$1,000 ","""In 1992 Space Shuttle astronauts delivered ashes of this """"Star Trek"""" creator into the final frontier""",Gene Roddenberry,people,"""LOST IN SPACE In 1992 Space Shuttle astronauts delivered ashes of this """"Star Trek"""" creator into the final frontier Gene Roddenberry""","""lost space 1992 space shuttle astronauts delivered ashes """"star trek"""" creator final frontier gene roddenberry"""
443,6037,12/7/2010,Jeopardy!,TIMELESS TV,"$1,000 ","""2010's """"When Love Is Not Enough"""" was the 240th presentation in this series from a greeting card company""",Hallmark Hall of Fame,entertainment,"""TIMELESS TV 2010's """"When Love Is Not Enough"""" was the 240th presentation in this series from a greeting card company Hallmark Hall of Fame""","""timeless tv 2010's """"when love enough"""" 240th presentation series greeting card company hallmark hall fame"""
444,6037,12/7/2010,Jeopardy!,LET'S HIT IT,"$1,000 ","In some casinos, a blackjack dealer must hit with an ace & a 6, known as this type of 17",soft,miscellaneous,"LET'S HIT IT In some casinos, a blackjack dealer must hit with an ace & a 6, known as this type of 17 soft","hit casinos, blackjack dealer must hit ace & 6, known type 17 soft"
445,6037,12/7/2010,Jeopardy!,"""WORLD BOOK DESCRIBES THE """"G"""" MAN""","$1,000 ","""""""One of the most original and provocative American architects working today""""""",(Frank) Gehry,people,"""WORLD BOOK DESCRIBES THE """"G"""" MAN """"One of the most original and provocative American architects working today"""" (Frank) Gehry""","""world book describes """"g"""" man """"one original provocative american architects working today"""" (frank) gehry"""
446,6037,12/7/2010,Jeopardy!,MONEY SLANG,"$1,000 ","When speaking of Messrs. Netanyahu or Britten, it's all about the first name, pluralized",the Benjamins,miscellaneous,"MONEY SLANG When speaking of Messrs. Netanyahu or Britten, it's all about the first name, pluralized the Benjamins","money slang speaking messrs. netanyahu britten, first name, pluralized benjamins"
447,6037,12/7/2010,Double Jeopardy!,PLAY HEROINES,$400 ,Blanche DuBois,A Streetcar Named Desire,people,PLAY HEROINES Blanche DuBois A Streetcar Named Desire,play heroines blanche dubois streetcar named desire
448,6037,12/7/2010,Double Jeopardy!,DEFENESTRATION IN CINEMA,$400 ,"Giving the devil his due, Fr. Karras invites the devil inside himself, then exits from the second floor in this 1973 movie",The Exorcist,entertainment,"DEFENESTRATION IN CINEMA Giving the devil his due, Fr. Karras invites the devil inside himself, then exits from the second floor in this 1973 movie The Exorcist","defenestration cinema giving devil due, fr. karras invites devil inside himself, exits second floor 1973 movie exorcist"
449,6037,12/7/2010,Double Jeopardy!,"""A MASSIVE """"M""""ETROPOLIS""",$400 ,3.6 million: Down Under,Melbourne,geography,"""A MASSIVE """"M""""ETROPOLIS 3.6 million: Down Under Melbourne""","""a massive """"m""""etropolis 3.6 million: melbourne"""
450,6037,12/7/2010,Double Jeopardy!,TAINTED GOV,$400 ,"In 2010 this Illinois governor was tried on corruption charges, but convicted on only 1 count",Blagojevich,people,"TAINTED GOV In 2010 this Illinois governor was tried on corruption charges, but convicted on only 1 count Blagojevich","tainted gov 2010 illinois governor tried corruption charges, convicted 1 count blagojevich"
451,6037,12/7/2010,Double Jeopardy!,MEDICINE,$400 ,"As Franklin D. Roosevelt's blood pressure was 300/190, he suffered from this 1-word condition",hypertension,science,"MEDICINE As Franklin D. Roosevelt's blood pressure was 300/190, he suffered from this 1-word condition hypertension","medicine franklin d. roosevelt's blood pressure 300/190, suffered 1-word condition hypertension"
452,6037,12/7/2010,Double Jeopardy!,4 CONSONANTS IN A ROW,$400 ,"If you're vertical but supported by your palms, you're doing one of these",a handstand,language,"4 CONSONANTS IN A ROW If you're vertical but supported by your palms, you're doing one of these a handstand","4 consonants row vertical supported palms, one handstand"
453,6037,12/7/2010,Double Jeopardy!,PLAY HEROINES,$800 ,Emily Webb of Grover's Corners,Our Town,literature,PLAY HEROINES Emily Webb of Grover's Corners Our Town,play heroines emily webb grover's corners town
454,6037,12/7/2010,Double Jeopardy!,DEFENESTRATION IN CINEMA,$800 ,"In this Bruce Willis movie, the villain goes out the window of the Nakatomi building, gun in hand",Die Hard,entertainment,"DEFENESTRATION IN CINEMA In this Bruce Willis movie, the villain goes out the window of the Nakatomi building, gun in hand Die Hard","defenestration cinema bruce willis movie, villain goes window nakatomi building, gun hand die hard"
455,6037,12/7/2010,Double Jeopardy!,"""A MASSIVE """"M""""ETROPOLIS""",$800 ,11 million: on Luzon Island,Manila,geography,"""A MASSIVE """"M""""ETROPOLIS 11 million: on Luzon Island Manila""","""a massive """"m""""etropolis 11 million: luzon island manila"""
456,6037,12/7/2010,Double Jeopardy!,TAINTED GOV,$800 ,In 2006 this Illinois governor was busted for racketeering; what's in the water there?,George Ryan,people,TAINTED GOV In 2006 this Illinois governor was busted for racketeering; what's in the water there? George Ryan,tainted gov 2006 illinois governor busted racketeering; water there? george ryan
457,6037,12/7/2010,Double Jeopardy!,MEDICINE,$800 ,In 1905 German scientist Alfred Einhorn created this first injectable local anesthetic used in dentistry,novocaine,science,MEDICINE In 1905 German scientist Alfred Einhorn created this first injectable local anesthetic used in dentistry novocaine,medicine 1905 german scientist alfred einhorn created first injectable local anesthetic used dentistry novocaine
458,6037,12/7/2010,Double Jeopardy!,4 CONSONANTS IN A ROW,$800 ,A caterpillar that moves by contraction & expansion,an inchworm,nature,4 CONSONANTS IN A ROW A caterpillar that moves by contraction & expansion an inchworm,4 consonants row caterpillar moves contraction & expansion inchworm
459,6037,12/7/2010,Double Jeopardy!,DEFENESTRATION IN CINEMA,"$1,200 ","""Movie in which Axel Foley asks, """"where ...you get off arresting me for being thrown out a window?""""""",Beverly Hills Cop,entertainment,"""DEFENESTRATION IN CINEMA Movie in which Axel Foley asks, """"where ...you get off arresting me for being thrown out a window?"""" Beverly Hills Cop""","""defenestration cinema movie axel foley asks, """"where ...you get arresting thrown window?"""" beverly hills cop"""
460,6037,12/7/2010,Double Jeopardy!,"""A MASSIVE """"M""""ETROPOLIS""","$1,200 ",1.1 million: in the heart of the Po River Valley,Milan,geography,"""A MASSIVE """"M""""ETROPOLIS 1.1 million: in the heart of the Po River Valley Milan""","""a massive """"m""""etropolis 1.1 million: heart po river valley milan"""
461,6037,12/7/2010,Double Jeopardy!,TAINTED GOV,"$1,200 ","In 2010 it was revealed that Robert Rizzo made $800,000 a year as the city this of Bell, Calif., population 37,000",manager,language,"TAINTED GOV In 2010 it was revealed that Robert Rizzo made $800,000 a year as the city this of Bell, Calif., population 37,000 manager","tainted gov 2010 revealed robert rizzo made $800,000 year city bell, calif., population 37,000 manager"
462,6037,12/7/2010,Double Jeopardy!,MEDICINE,"$1,200 ","""Micro-Trach is an oxygen delivery system developed by this physician known for his """"maneuver""""""",(Henry) Heimlich,people,"""MEDICINE Micro-Trach is an oxygen delivery system developed by this physician known for his """"maneuver"""" (Henry) Heimlich""","""medicine micro-trach oxygen delivery system developed physician known """"maneuver"""" (henry) heimlich"""
463,6037,12/7/2010,Double Jeopardy!,4 CONSONANTS IN A ROW,"$3,400 ","A loop found on footwear, it's a symbol of success through one's own efforts",a bootstrap,language,"4 CONSONANTS IN A ROW A loop found on footwear, it's a symbol of success through one's own efforts a bootstrap","4 consonants row loop found footwear, symbol success one's efforts bootstrap"
464,6037,12/7/2010,Double Jeopardy!,"""A MASSIVE """"M""""ETROPOLIS""","$3,000 ",18 million: on the Arabian Sea,Mumbai,geography,"""A MASSIVE """"M""""ETROPOLIS 18 million: on the Arabian Sea Mumbai""","""a massive """"m""""etropolis 18 million: arabian sea mumbai"""
465,6037,12/7/2010,Double Jeopardy!,TAINTED GOV,"$1,600 ",In 2010 a House committee charged this veteran Harlem congressman with ethics violations,(Charlie) Rangel,people,TAINTED GOV In 2010 a House committee charged this veteran Harlem congressman with ethics violations (Charlie) Rangel,tainted gov 2010 house committee charged veteran harlem congressman ethics violations (charlie) rangel
466,6037,12/7/2010,Double Jeopardy!,MEDICINE,"$1,600 ","""(<a href=""""http://www.j-archive.com/media/2010-12-07_DJ_09.jpg"""" target=""""_blank"""">Dr. Oz presents the clue.</a>) By surgically interrupting the electrical impulses that are causing an abnormal rhythm"," the maze procedure is designed to threat this type of heart arrhythmia abbreviated """"A.F.""""""",atrial fibrillation,science,science
467,6037,12/7/2010,Double Jeopardy!,4 CONSONANTS IN A ROW,"$1,600 ",Hard coal that burns with little flame,anthracite,science,4 CONSONANTS IN A ROW Hard coal that burns with little flame anthracite,4 consonants row hard coal burns little flame anthracite
468,6037,12/7/2010,Double Jeopardy!,PLAY HEROINES,"$2,000 ",Barbara Undershaft,Major Barbara,people,PLAY HEROINES Barbara Undershaft Major Barbara,play heroines barbara undershaft major barbara
469,6037,12/7/2010,Double Jeopardy!,DEFENESTRATION IN CINEMA,"$2,000 ","In this Coen Brothers movie, Charles Durning jumps out a window during a board meeting",The Hudsucker Proxy,entertainment,"DEFENESTRATION IN CINEMA In this Coen Brothers movie, Charles Durning jumps out a window during a board meeting The Hudsucker Proxy","defenestration cinema coen brothers movie, charles durning jumps window board meeting hudsucker proxy"
470,6037,12/7/2010,Double Jeopardy!,"""A MASSIVE """"M""""ETROPOLIS""","$2,000 ",3.2 million: 150 miles from Bogota,Medellin,geography,"""A MASSIVE """"M""""ETROPOLIS 3.2 million: 150 miles from Bogota Medellin""","""a massive """"m""""etropolis 3.2 million: 150 miles bogota medellin"""
471,6037,12/7/2010,Double Jeopardy!,TAINTED GOV,"$2,000 ","Elected to the Senate in 1930, he refused to resign as Louisiana's gov. until '32, when his handpicked crony got the gig",Huey Long,people,"TAINTED GOV Elected to the Senate in 1930, he refused to resign as Louisiana's gov. until '32, when his handpicked crony got the gig Huey Long","tainted gov elected senate 1930, refused resign louisiana's gov. '32, handpicked crony got gig huey long"
472,6037,12/7/2010,Double Jeopardy!,MEDICINE,"$2,000 ","""The name of this branch of pediatrics that deals with newborn infants literally means """"newborn study""""""",neonatal,science,"""MEDICINE The name of this branch of pediatrics that deals with newborn infants literally means """"newborn study"""" neonatal""","""medicine name branch pediatrics deals newborn infants literally means """"newborn study"""" neonatal"""
473,6037,12/7/2010,Double Jeopardy!,4 CONSONANTS IN A ROW,"$2,000 ",This important mechanism is what you're turning when you wind a clock,the mainspring,language,4 CONSONANTS IN A ROW This important mechanism is what you're turning when you wind a clock the mainspring,4 consonants row important mechanism turning wind clock mainspring
474,6037,12/7/2010,Final Jeopardy!,FLAGS OF THE WORLD,None,"""In use from 1844 to 1905, a flag representing the union of these 2 countries was nicknamed the """"herring salad""""""",Norway and Sweden,geography,"""FLAGS OF THE WORLD In use from 1844 to 1905, a flag representing the union of these 2 countries was nicknamed the """"herring salad"""" Norway and Sweden""","""flags world use 1844 1905, flag representing union 2 countries nicknamed """"herring salad"""" norway sweden"""
475,5243,5/30/2007,Jeopardy!,AMERICAN AUTHORS,$200 ,"""While he was in Spain in 1959, he wrote """"The Dangerous Summer"""""," a story about rival bullfighters""",Hemingway,people,people
476,5243,5/30/2007,Jeopardy!,BEGINNING & END,$200 ,"Like a door, a Broadway show does these 2 things",open & close,language,"BEGINNING & END Like a door, a Broadway show does these 2 things open & close","beginning & end like door, broadway show 2 things open & close"
477,5243,5/30/2007,Jeopardy!,STATE SUPERLATIVES,$200 ,A valley at 282 feet below sea level in this state is the lowest point in the Western Hemisphere,California,geography,STATE SUPERLATIVES A valley at 282 feet below sea level in this state is the lowest point in the Western Hemisphere California,state superlatives valley 282 feet sea level state lowest point western hemisphere california
478,5243,5/30/2007,Jeopardy!,3 LITTLE LETTERS,$200 ,"Like banks, many grocery stores now have these for dispensing cash & taking deposits",ATMs,miscellaneous,"3 LITTLE LETTERS Like banks, many grocery stores now have these for dispensing cash & taking deposits ATMs","3 little letters like banks, many grocery stores dispensing cash & taking deposits atms"
479,5243,5/30/2007,Jeopardy!,CALL OUT THE VOICE SQUAD,$200 ,"""He was the voice of Mickey Mouse in """"Steamboat Willie""""""",Walt Disney,people,"""CALL OUT THE VOICE SQUAD He was the voice of Mickey Mouse in """"Steamboat Willie"""" Walt Disney""","""call voice squad voice mickey mouse """"steamboat willie"""" walt disney"""
480,5243,5/30/2007,Jeopardy!,"""YOU'RE UNDER A """"REST""""""",$200 ,Eastern European capital city of more than 2.2 million,Bucharest,geography,"""YOU'RE UNDER A """"REST"""" Eastern European capital city of more than 2.2 million Bucharest""","""you're """"rest"""" eastern european capital city 2.2 million bucharest"""
481,5243,5/30/2007,Jeopardy!,AMERICAN AUTHORS,$400 ,"""In 1884 she moved to Red Cloud, Nebraska & later fictionalized it as the town of Hanover in """"O Pioneers!""""""",Willa Cather,people,"""AMERICAN AUTHORS In 1884 she moved to Red Cloud, Nebraska & later fictionalized it as the town of Hanover in """"O Pioneers!"""" Willa Cather""","""american authors 1884 moved red cloud, nebraska & later fictionalized town hanover """"o pioneers!"""" willa cather"""
482,5243,5/30/2007,Jeopardy!,BEGINNING & END,"$3,000 ",In 2006 it began on July 1 in Strasbourg & ended on July 23 in Paris,the Tour de France,sports,BEGINNING & END In 2006 it began on July 1 in Strasbourg & ended on July 23 in Paris the Tour de France,beginning & end 2006 began july 1 strasbourg & ended july 23 paris tour de france
483,5243,5/30/2007,Jeopardy!,STATE SUPERLATIVES,$400 ,"With 6,640 miles of coast, this state has the longest shoreline",Alaska,geography,"STATE SUPERLATIVES With 6,640 miles of coast, this state has the longest shoreline Alaska","state superlatives 6,640 miles coast, state longest shoreline alaska"
484,5243,5/30/2007,Jeopardy!,3 LITTLE LETTERS,$400 ,"""(<a href=""""http://www.j-archive.com/media/2007-05-30_J_09.jpg"""" target=""""_blank"""">Cheryl of the Clue Crew reports from the Catalina Island Conservancy.</a>) Rampant use of this 3-letter insecticide lead to a hefty settlement for restorating the population of Catalina's <a href=""""http://www.j-archive.com/media/2007-05-30_J_09a.jpg"""" target=""""_blank"""">bald eagles</a>""",DDT,science,"""3 LITTLE LETTERS (<a href=""""http://www.j-archive.com/media/2007-05-30_J_09.jpg"""" target=""""_blank"""">Cheryl of the Clue Crew reports from the Catalina Island Conservancy.</a>) Rampant use of this 3-letter insecticide lead to a hefty settlement for restorating the population of Catalina's <a href=""""http://www.j-archive.com/media/2007-05-30_J_09a.jpg"""" target=""""_blank"""">bald eagles</a> DDT""","""3 little letters (<a href=""""http://www.j-archive.com/media/2007-05-30_j_09.jpg"""" target=""""_blank"""">cheryl clue crew reports catalina island conservancy.</a>) rampant use 3-letter insecticide lead hefty settlement restorating population catalina's <a href=""""http://www.j-archive.com/media/2007-05-30_j_09a.jpg"""" target=""""_blank"""">bald eagles</a> ddt"""
485,5243,5/30/2007,Jeopardy!,CALL OUT THE VOICE SQUAD,$400 ,"""(<a href=""""http://www.j-archive.com/media/2007-05-30_J_27.jpg"""" target=""""_blank"""">Hi"," I'm Harry Shearer.</a>) Among my many """"Simpsons"""" voices are the subservient Smithers & this man who lives next door to Homer--Howdy"," neighbor""",Ned Flanders,ned flanders
486,5243,5/30/2007,Jeopardy!,"""YOU'RE UNDER A """"REST""""""",$400 ,Any mountain's summit,crest,language,"""YOU'RE UNDER A """"REST"""" Any mountain's summit crest""","""you're """"rest"""" mountain's summit crest"""
487,5243,5/30/2007,Jeopardy!,AMERICAN AUTHORS,$600 ,"""(<a href=""""http://www.j-archive.com/media/2007-05-30_J_16.jpg"""" target=""""_blank"""">Alex reports from the Mark Twain House.</a>) Mark Twain said that this anti-slavery <a href=""""http://www.j-archive.com/media/2007-05-30_J_16a.jpg"""" target=""""_blank"""">novelist</a>", his next-door neighbor," liked to sneak up behind people and """"fetch a war-whoop that would jump that person out of his clothes""""""",(Harriet Beecher) Stowe,(harriet beecher) stowe
488,5243,5/30/2007,Jeopardy!,BEGINNING & END,$600 ,"""""""From"""" this to this is an idiom meaning from the start of a meal (or something else) to the end""",from soup to nuts,language,"""BEGINNING & END """"From"""" this to this is an idiom meaning from the start of a meal (or something else) to the end from soup to nuts""","""beginning & end """"from"""" idiom meaning start meal (or something else) end soup nuts"""
489,5243,5/30/2007,Jeopardy!,STATE SUPERLATIVES,$600 ,"It pumps more than one million barrels of oil a day, more than any other state",Texas,geography,"STATE SUPERLATIVES It pumps more than one million barrels of oil a day, more than any other state Texas","state superlatives pumps one million barrels oil day, state texas"
490,5243,5/30/2007,Jeopardy!,3 LITTLE LETTERS,$600 ,"""""""Day to Day"""" & """"All Things Considered"""" are among the programs going out to its 26 million listeners""",NPR,culture,"""3 LITTLE LETTERS """"Day to Day"""" & """"All Things Considered"""" are among the programs going out to its 26 million listeners NPR""","""3 little letters """"day day"""" & """"all things considered"""" among programs going 26 million listeners npr"""
491,5243,5/30/2007,Jeopardy!,CALL OUT THE VOICE SQUAD,$600 ,The voice of Daffy Duck (for the first 50 years),Mel Blanc,people,CALL OUT THE VOICE SQUAD The voice of Daffy Duck (for the first 50 years) Mel Blanc,call voice squad voice daffy duck (for first 50 years) mel blanc
492,5243,5/30/2007,Jeopardy!,"""YOU'RE UNDER A """"REST""""""",$600 ,A braced framework for carrying a railroad over a chasm,a trestle,language,"""YOU'RE UNDER A """"REST"""" A braced framework for carrying a railroad over a chasm a trestle""","""you're """"rest"""" braced framework carrying railroad chasm trestle"""
493,5243,5/30/2007,Jeopardy!,AMERICAN AUTHORS,$800 ,"Under the name Laura Bancroft, he wrote about Twinkle & Chubbins in Nature Fairyland after taking us to Oz",L. Frank Baum,people,"AMERICAN AUTHORS Under the name Laura Bancroft, he wrote about Twinkle & Chubbins in Nature Fairyland after taking us to Oz L. Frank Baum","american authors name laura bancroft, wrote twinkle & chubbins nature fairyland taking us oz l. frank baum"
